frame,reason,priority,hint_u,hint_v,confidence
4546,miss,1,2922.0,1472.6,
4547,miss,1,2936.8,1444.8,
4548,miss,1,2951.5,1417.0,
4549,miss,1,2966.3,1389.2,
4550,lowconf,2,2361.5,1251.6,0.56
4552,lowconf,2,2278.4,1270.5,0.525
4553,lowconf,2,2264.1,1266.5,0.573
4554,miss,1,2173.6,1193.9,
4555,miss,1,2103.5,1164.4,
4556,miss,1,2033.4,1134.8,
4557,miss,1,1963.3,1105.3,
4558,miss,1,1893.2,1075.7,
4559,miss,1,1823.1,1046.2,
4560,lowconf,2,2077.5,1042.5,0.523
4561,miss,1,1981.9,1010.9,
4562,lowconf,2,2074.7,1046.7,0.584
4563,lowconf,2,2067.8,1012.5,0.599
4571,miss,1,2004.3,960.1,
4572,lowconf,2,1996.0,944.1,0.56
4573,miss,1,1989.7,944.1,
4574,miss,1,1982.6,938.1,
4575,miss,1,1975.4,932.1,
4576,miss,1,1968.3,926.0,
4577,fp_isolated,1,1882.5,513.8,0.512
4578,miss,1,1888.4,574.9,
4579,miss,1,1872.7,524.5,
4580,miss,1,1857.0,474.2,
4581,miss,1,1841.3,423.8,
4582,miss,1,1825.6,373.5,
4583,miss,1,1809.9,323.1,
4584,miss,1,1794.3,272.8,
4585,miss,1,1778.6,222.4,
4593,lowconf,2,1418.8,471.3,0.544
4594,lowconf,2,1387.6,528.8,0.544
4595,miss,1,1358.6,489.3,
4598,lowconf,2,1299.7,794.9,0.549
4599,miss,1,1281.2,726.6,
4602,miss,1,1157.1,1218.3,
4603,lowconf,2,1255.1,1356.9,0.598
4606,miss,1,1362.0,1414.2,
4610,lowconf,2,1886.2,1076.3,0.561
4611,miss,1,1915.5,1121.4,
4612,miss,1,1992.6,1107.3,
4613,miss,1,2069.6,1093.3,
4614,miss,1,2146.7,1079.2,
4616,miss,1,2224.2,1139.2,
4617,lowconf,2,2220.0,1252.6,0.588
4619,miss,1,2337.0,1257.9,
4620,lowconf,2,2311.8,1311.7,0.569
4622,miss,1,2414.9,1279.2,
4623,miss,1,2456.8,1289.1,
4625,miss,1,2475.2,1136.1,
4626,lowconf,2,2447.0,970.2,0.551
4627,lowconf,2,2460.0,948.7,0.526
4630,lowconf,2,2455.3,927.3,0.574
4631,miss,1,2510.2,855.0,
4640,lowconf,2,1758.0,1731.0,0.531
4641,miss,1,1744.3,1692.8,
4648,lowconf,2,809.1,949.9,0.553
4649,lowconf,2,727.4,877.5,0.562
4650,miss,1,573.3,874.8,
4651,miss,1,459.4,789.0,
4652,miss,1,345.5,703.2,
4653,fp_isolated,1,1822.6,1571.3,0.528
4654,miss,1,1303.1,1242.3,
4655,miss,1,1364.9,1261.9,
4656,miss,1,1426.8,1281.5,
4657,miss,1,1488.7,1301.1,
4658,miss,1,1550.5,1320.7,
4659,miss,1,1612.4,1340.3,
4660,miss,1,1674.2,1359.9,
4661,miss,1,1736.1,1379.5,
4665,lowconf,2,1951.0,1501.0,0.541
4669,lowconf,2,771.0,799.5,0.533
4671,lowconf,2,2016.0,1507.5,0.562
4672,miss,1,1214.1,1043.6,
4673,miss,1,1260.2,1069.9,
4675,miss,1,1066.8,1100.3,
4676,miss,1,1066.7,1123.0,
4678,miss,1,1011.3,1275.5,
4679,lowconf,2,1014.8,1155.0,0.571
4680,lowconf,2,1036.9,1076.9,0.59
4681,miss,1,1013.6,1182.1,
4682,miss,1,1009.4,1191.0,
4683,miss,1,1005.3,1199.9,
4684,miss,1,1001.1,1208.7,
4689,lowconf,2,1833.8,1503.7,0.516
4692,miss,1,1343.3,902.1,
4694,miss,1,1330.8,825.9,
4695,miss,1,1347.2,801.8,
4696,miss,1,1363.6,777.8,
4697,miss,1,1379.9,753.8,
4698,miss,1,1396.3,729.8,
4699,miss,1,1412.6,705.8,
4700,miss,1,1429.0,681.8,
4701,miss,1,1445.4,657.7,
4702,lowconf,2,1743.8,952.6,0.556
4703,miss,1,1756.9,924.9,
4704,lowconf,2,1935.1,1136.3,0.546
4705,lowconf,2,2056.3,1266.2,0.537
4706,miss,1,2053.1,1199.2,
4707,lowconf,2,2336.3,1593.8,0.521
4708,lowconf,2,2505.0,1820.9,0.569
4709,lowconf,2,2523.8,1824.0,0.553
4710,lowconf,2,1228.7,1006.3,0.531
4711,miss,1,2096.4,1596.9,
4712,miss,1,2090.0,1636.6,
4713,miss,1,2083.5,1676.4,
4714,miss,1,2077.0,1716.1,
4715,miss,1,2070.6,1755.8,
4716,miss,1,2064.1,1795.5,
4717,miss,1,2057.6,1835.2,
4718,miss,1,2051.2,1875.0,
4773,fp_isolated,1,1455.0,905.3,0.535
4774,miss,1,1455.0,905.3,
4775,miss,1,1455.0,905.3,
4776,miss,1,1455.0,905.3,
4777,miss,1,1455.0,905.3,
4778,miss,1,1455.0,905.3,
4779,miss,1,1455.0,905.3,
4780,miss,1,1455.0,905.3,
4781,miss,1,1455.0,905.3,
4806,miss,1,1883.0,1755.0,
4807,miss,1,1882.7,1625.6,
4818,lowconf,2,1870.6,1775.9,0.536
4823,fp_static,1,1867.5,1800.1,0.634
4828,fp_static,1,1871.3,1820.6,0.638
4833,lowconf,2,1872.2,1825.4,0.596
4834,lowconf,2,1874.9,1830.1,0.55
4835,fp_static,1,1867.6,1841.3,0.56
4836,lowconf,2,1864.7,1847.8,0.582
4837,lowconf,2,1863.8,1848.7,0.59
4839,lowconf,2,1861.4,1853.8,0.569
4840,fp_static,1,1864.8,1855.3,0.579
4841,lowconf,2,1861.9,1856.9,0.567
4842,lowconf,2,1862.2,1859.9,0.54
4843,lowconf,2,1860.0,1856.3,0.566
4844,miss,1,1859.1,1863.8,
4845,miss,1,1858.1,1866.3,
4846,fp_static,1,1863.7,1860.1,0.534
4847,lowconf,2,1861.0,1861.0,0.544
4848,miss,1,1860.5,1864.5,
4849,miss,1,1860.3,1865.7,
4850,miss,1,1860.1,1866.8,
4851,miss,1,1859.8,1867.9,
4852,miss,1,1859.6,1869.1,
4853,miss,1,1859.4,1870.2,
4854,miss,1,1859.1,1871.3,
4855,miss,1,1858.9,1872.5,
4870,lowconf,2,1981.6,1943.6,0.593
4871,lowconf,2,1991.3,1781.2,0.506
4872,lowconf,2,2009.0,1634.1,0.546
4873,miss,1,2021.1,1478.5,
4874,miss,1,2034.6,1324.3,
4875,miss,1,2048.1,1170.2,
4876,miss,1,2061.6,1016.1,
4877,lowconf,2,2075.3,1221.5,0.542
4878,miss,1,2088.8,1103.4,
4879,lowconf,2,2081.6,1223.6,0.586
4884,lowconf,2,2115.0,1243.6,0.566
4885,miss,1,2129.4,1138.7,
4886,lowconf,2,2128.8,1049.9,0.579
4887,miss,1,2140.2,1059.4,
4888,miss,1,2147.1,1032.5,
4889,lowconf,2,2136.6,987.4,0.558
4896,lowconf,2,2101.0,1009.8,0.597
4898,lowconf,2,2074.7,1082.7,0.596
4899,lowconf,2,2060.3,1145.3,0.585
4900,lowconf,2,2039.0,1212.6,0.565
4901,lowconf,2,1286.2,746.2,0.505
4903,lowconf,2,1965.0,1526.3,0.511
4904,miss,1,1814.3,1365.9,
4905,miss,1,1783.1,1421.1,
4906,miss,1,1751.9,1476.4,
4907,miss,1,1720.7,1531.6,
4908,miss,1,1689.5,1586.8,
4912,lowconf,2,2204.0,1345.9,0.584
4913,miss,1,2242.9,1375.6,
4914,miss,1,2277.7,1382.9,
4916,lowconf,2,2253.8,1095.0,0.527
4917,miss,1,2304.0,1174.5,
4918,miss,1,2327.3,1147.3,
4919,lowconf,2,2272.5,1038.7,0.596
4921,miss,1,2309.2,990.9,
4922,lowconf,2,671.8,774.3,0.562
4923,lowconf,2,2276.2,884.9,0.531
4924,miss,1,1668.7,793.4,
4925,miss,1,1597.5,745.1,
4926,miss,1,1526.4,696.9,
4927,fp_isolated,1,2246.2,532.5,0.53
4928,miss,1,1987.8,511.7,
4929,miss,1,2003.4,450.7,
4930,miss,1,2019.0,389.7,
4931,miss,1,2034.6,328.7,
4932,miss,1,2050.2,267.7,
4933,miss,1,2065.8,206.7,
4934,miss,1,2081.4,145.7,
4935,miss,1,2097.0,84.7,
4949,lowconf,2,1871.2,1863.8,0.515
4950,lowconf,2,2047.5,961.9,0.584
4951,lowconf,2,2036.7,1137.9,0.546
4953,miss,1,2044.4,1255.9,
4954,miss,1,2052.7,1299.6,
4955,miss,1,2061.0,1343.4,
4956,lowconf,2,1676.2,1608.8,0.56
4958,miss,1,1565.7,1636.4,
4959,miss,1,1505.5,1699.6,
4960,lowconf,2,2276.3,926.2,0.523
4961,miss,1,1951.2,1256.1,
4963,lowconf,2,1197.5,1394.2,0.562
4964,miss,1,1285.2,1356.5,
4965,miss,1,1209.3,1357.9,
4966,miss,1,1133.4,1359.3,
4967,lowconf,2,1044.0,1113.8,0.575
4968,miss,1,971.1,1169.4,
4969,miss,1,893.7,1143.0,
4974,lowconf,2,942.9,963.8,0.588
4975,miss,1,864.4,904.7,
4976,miss,1,835.0,874.8,
4977,miss,1,805.7,844.9,
4978,miss,1,776.3,815.0,
4979,lowconf,2,960.1,813.7,0.571
4980,lowconf,2,966.6,809.0,0.543
4981,miss,1,932.1,769.6,
4984,lowconf,2,1009.2,777.5,0.544
4985,lowconf,2,1022.2,774.8,0.554
4986,miss,1,1024.3,735.9,
4987,miss,1,1035.7,723.6,
4988,lowconf,2,1072.5,813.6,0.58
4989,lowconf,2,1087.5,843.8,0.525
4991,miss,1,1119.0,853.5,
4992,lowconf,2,1162.6,991.5,0.561
4993,lowconf,2,1192.5,1055.4,0.551
4995,miss,1,1232.7,1109.5,
4996,lowconf,2,1976.9,859.5,0.591
4997,miss,1,1691.6,1026.2,
4998,miss,1,1785.6,1039.4,
5003,miss,1,1564.6,2130.9,
5004,miss,1,1581.9,2259.0,
5005,miss,1,1599.2,2387.1,
5006,miss,1,1616.4,2515.3,
5007,lowconf,2,1165.3,1820.8,0.582
5008,lowconf,2,1608.4,1756.3,0.573
5009,lowconf,2,1620.0,1755.1,0.556
5010,lowconf,2,1626.3,1756.3,0.537
5012,lowconf,2,1655.0,1772.5,0.507
5013,miss,1,1657.3,1753.2,
5014,miss,1,1681.6,1736.1,
5015,lowconf,2,1705.3,1825.4,0.577
5019,miss,1,1928.8,1554.2,
5022,lowconf,2,2221.0,1005.9,0.552
5024,miss,1,2330.6,854.5,
5026,lowconf,2,2425.0,772.4,0.55
5027,lowconf,2,2486.7,724.6,0.58
5028,miss,1,2560.2,583.3,
5029,lowconf,2,2580.1,690.0,0.533
5030,miss,1,2659.6,523.8,
5031,miss,1,2716.8,460.0,
5032,lowconf,2,2681.3,705.0,0.502
5041,miss,1,2936.5,945.6,
5044,miss,1,2992.6,1124.0,
5045,lowconf,2,2917.5,1203.8,0.51
5046,lowconf,2,2852.5,1145.0,0.511
5047,miss,1,2937.0,1240.1,
5048,miss,1,2941.0,1281.9,
5049,lowconf,2,2769.1,1098.0,0.533
5051,miss,1,2761.1,1164.6,
5052,lowconf,2,2687.9,1090.3,0.566
5053,lowconf,2,2667.3,1088.1,0.566
5054,lowconf,2,1863.7,1863.7,0.51
5055,miss,1,2277.0,1436.6,
5056,miss,1,2189.4,1489.6,
5057,miss,1,2101.8,1542.6,
5058,lowconf,2,2442.2,1105.3,0.584
5059,lowconf,2,2425.9,1103.6,0.587
5060,miss,1,2317.2,1169.3,
5061,miss,1,2292.5,1152.6,
5062,miss,1,2267.8,1135.9,
5064,miss,1,2221.7,1168.1,
5066,miss,1,2151.1,1226.1,
5067,miss,1,2123.6,1229.4,
5068,lowconf,2,2009.0,1276.0,0.546
5069,lowconf,2,1991.3,1281.0,0.559
5073,miss,1,1865.5,1299.5,
5074,miss,1,1830.2,1307.0,
5075,miss,1,1794.9,1314.5,
5077,miss,1,1735.6,1389.9,
5078,lowconf,2,1704.4,1286.9,0.553
5081,miss,1,1622.9,1304.2,
5082,lowconf,2,1618.6,1275.0,0.564
5083,miss,1,1576.6,1284.6,
5084,lowconf,2,1566.7,1280.0,0.557
5085,miss,1,1531.7,1274.9,
5086,miss,1,1505.6,1270.0,
5087,miss,1,1479.5,1265.1,
5088,lowconf,2,1455.0,1376.2,0.564
5090,miss,1,1410.2,1385.0,
5093,miss,1,1319.0,1406.2,
5095,miss,1,1273.0,1397.1,
5096,miss,1,1247.2,1401.8,
5097,miss,1,1221.4,1406.5,
5098,miss,1,1195.6,1411.2,
5099,miss,1,1169.8,1415.9,
5100,miss,1,1144.0,1420.6,
5101,miss,1,1118.2,1425.3,
5102,miss,1,1092.4,1430.0,
5103,lowconf,2,1400.0,1274.2,0.562
5106,miss,1,1449.3,1264.3,
5107,miss,1,1464.0,1254.2,
5108,miss,1,1478.6,1244.1,
5109,miss,1,1493.3,1234.1,
5110,miss,1,1507.9,1224.0,
5111,miss,1,1522.6,1213.9,
5112,miss,1,1537.2,1203.8,
5113,miss,1,1551.9,1193.7,
5116,lowconf,2,2141.3,2062.5,0.572
5117,miss,1,2210.9,2138.2,
5118,miss,1,2278.2,2214.6,
5119,miss,1,2345.5,2290.9,
5120,miss,1,2412.7,2367.3,
5121,miss,1,2480.0,2443.7,
5122,miss,1,2547.3,2520.0,
5123,miss,1,2614.5,2596.4,
5124,miss,1,2681.8,2672.8,
5134,fp_isolated,1,2423.4,917.5,0.554
5135,miss,1,2423.4,917.5,
5136,miss,1,2423.4,917.5,
5137,miss,1,2423.4,917.5,
5138,miss,1,2423.4,917.5,
5139,miss,1,2423.4,917.5,
5140,miss,1,2423.4,917.5,
5141,miss,1,2423.4,917.5,
5142,miss,1,2423.4,917.5,
5169,lowconf,2,1867.5,1863.8,0.511
5170,lowconf,2,1870.0,1865.0,0.517
5171,miss,1,1872.3,1866.2,
5172,miss,1,1874.8,1867.4,
5173,miss,1,1877.2,1868.6,
5174,miss,1,1879.6,1869.8,
5175,miss,1,1882.0,1871.1,
5176,miss,1,1884.4,1872.3,
5177,miss,1,1886.8,1873.5,
5178,miss,1,1889.2,1874.7,
5226,fp_isolated,1,1863.7,1860.1,0.534
5227,miss,1,1863.7,1860.1,
5228,miss,1,1863.7,1860.1,
5229,miss,1,1863.7,1860.1,
5230,miss,1,1863.7,1860.1,
5231,miss,1,1863.7,1860.1,
5232,miss,1,1863.7,1860.1,
5233,miss,1,1863.7,1860.1,
5234,miss,1,1863.7,1860.1,
5285,fp_isolated,1,3339.0,1222.5,0.548
5286,miss,1,3339.0,1222.5,
5287,miss,1,3339.0,1222.5,
5288,miss,1,3339.0,1222.5,
5289,miss,1,3339.0,1222.5,
5290,miss,1,3339.0,1222.5,
5291,miss,1,3339.0,1222.5,
5292,miss,1,3339.0,1222.5,
5293,miss,1,3339.0,1222.5,
5303,fp_isolated,1,872.2,495.1,0.534
5304,miss,1,872.2,495.1,
5305,miss,1,872.2,495.1,
5306,miss,1,872.2,495.1,
5307,miss,1,872.2,495.1,
5308,fp_isolated,1,896.3,476.2,0.518
5309,miss,1,901.1,472.5,
5310,miss,1,905.9,468.7,
5311,miss,1,910.7,464.9,
5312,miss,1,915.5,461.2,
5313,miss,1,920.4,457.4,
5314,miss,1,925.2,453.6,
5315,miss,1,930.0,449.9,
5316,miss,1,934.8,446.1,
5329,miss,1,1752.0,2084.0,
5330,lowconf,2,1492.5,1794.1,0.564
5332,miss,1,1277.1,1558.0,
5333,miss,1,1159.9,1428.2,
5334,miss,1,1042.7,1298.5,
5335,miss,1,925.4,1168.8,
5336,miss,1,808.2,1039.0,
5338,miss,1,895.9,1524.9,
5340,lowconf,2,821.3,1758.7,0.533
5341,miss,1,731.3,1659.7,
5342,miss,1,662.2,1653.2,
5343,miss,1,593.1,1646.7,
5344,miss,1,523.9,1640.2,
5345,lowconf,2,570.0,1770.0,0.552
5346,miss,1,482.8,1742.1,
5347,lowconf,2,495.0,1751.3,0.526
5349,lowconf,2,471.0,1757.6,0.584
5350,lowconf,2,447.3,1763.1,0.587
5351,miss,1,379.9,1776.2,
5352,lowconf,2,407.9,1797.0,0.594
5353,miss,1,347.3,1798.6,
5354,miss,1,319.2,1807.3,
5356,miss,1,272.1,1919.6,
5357,miss,1,245.4,1942.8,
5358,lowconf,2,195.0,1882.5,0.574
5359,lowconf,2,165.7,1877.5,0.59
5364,miss,1,139.9,1908.2,
5375,lowconf,2,252.9,2036.2,0.596
5379,lowconf,2,267.5,2059.2,0.56
5388,fp_static,1,294.0,2122.5,0.559
5389,lowconf,2,294.0,2122.5,0.562
5390,lowconf,2,299.0,2123.5,0.537
5391,lowconf,2,301.3,2123.8,0.53
5392,miss,1,303.4,2134.1,
5393,miss,1,305.2,2136.7,
5394,miss,1,306.9,2139.3,
5395,miss,1,308.7,2142.0,
5396,miss,1,310.4,2144.6,
5397,miss,1,312.2,2147.2,
5398,miss,1,313.9,2149.9,
5399,miss,1,315.7,2152.5,
5400,lowconf,2,1866.1,1861.3,0.562
5401,lowconf,2,1865.3,1860.1,0.546
5402,miss,1,2011.5,1837.1,
5403,miss,1,2169.2,1809.8,
5404,miss,1,2326.9,1782.6,
5405,miss,1,2484.7,1755.3,
5406,miss,1,2642.4,1728.1,
5407,miss,1,2800.1,1700.8,
5408,miss,1,2957.8,1673.5,
5409,miss,1,3115.5,1646.3,
5412,fp_isolated,1,1863.8,1863.7,0.519
5413,miss,1,2009.0,1838.6,
5414,miss,1,2012.0,1838.2,
5415,miss,1,2015.0,1837.8,
5416,miss,1,2017.9,1837.4,
5417,miss,1,2020.9,1836.9,
5418,miss,1,2023.9,1836.5,
5419,miss,1,2026.9,1836.1,
5420,miss,1,2029.9,1835.7,
5423,fp_isolated,1,1863.8,1860.0,0.554
5424,miss,1,1863.9,1860.0,
5425,miss,1,1851.8,1861.8,
5426,miss,1,1839.8,1863.6,
5427,miss,1,1827.8,1865.4,
5428,miss,1,1815.8,1867.2,
5429,miss,1,1803.8,1868.9,
5430,miss,1,1791.7,1870.7,
5431,miss,1,1779.7,1872.5,
5436,fp_isolated,1,1863.8,1863.7,0.522
5437,miss,1,1855.6,1865.0,
5438,miss,1,1855.0,1865.4,
5439,miss,1,1854.3,1865.8,
5440,miss,1,1853.7,1866.2,
5441,miss,1,1853.1,1866.6,
5442,miss,1,1852.4,1867.0,
5443,miss,1,1851.8,1867.3,
5444,miss,1,1851.1,1867.7,
5446,fp_isolated,1,1863.8,1863.7,0.52
5447,miss,1,1863.2,1864.1,
5448,miss,1,1863.8,1864.0,
5449,miss,1,1864.4,1864.0,
5450,miss,1,1865.1,1864.0,
5451,miss,1,1865.7,1863.9,
5452,miss,1,1866.3,1863.9,
5453,miss,1,1866.9,1863.8,
5454,miss,1,1867.5,1863.8,
5471,fp_isolated,1,1863.0,1861.5,0.525
5472,miss,1,1863.0,1861.5,
5473,miss,1,1863.0,1861.5,
5474,miss,1,1863.0,1861.5,
5475,miss,1,1863.0,1861.5,
5476,miss,1,1863.0,1861.5,
5477,miss,1,1863.0,1861.5,
5478,miss,1,1863.0,1861.5,
5479,miss,1,1863.0,1861.5,
5482,fp_isolated,1,1863.8,1863.7,0.529
5483,miss,1,1863.8,1863.9,
5484,miss,1,1863.9,1864.1,
5485,miss,1,1864.0,1864.3,
5486,miss,1,1864.0,1864.5,
5487,miss,1,1864.1,1864.7,
5488,miss,1,1864.2,1864.9,
5489,miss,1,1864.3,1865.1,
5490,miss,1,1864.3,1865.3,
5492,fp_isolated,1,1735.7,1635.9,0.608
5493,miss,1,1733.7,1632.5,
5494,miss,1,1722.2,1612.0,
5495,miss,1,1710.7,1591.6,
5496,miss,1,1699.2,1571.1,
5497,lowconf,2,1405.2,1335.6,0.594
5498,miss,1,1424.8,1338.8,
5500,lowconf,2,1346.2,1316.3,0.518
5501,lowconf,2,1293.8,1320.0,0.51
5502,miss,1,1248.9,1242.5,
5503,miss,1,1206.5,1210.2,
5504,miss,1,1164.1,1177.9,
5505,miss,1,1121.7,1145.7,
5506,lowconf,2,1222.4,1117.5,0.558
5508,miss,1,1175.4,1084.7,
5509,lowconf,2,1196.2,1050.1,0.59
5511,lowconf,2,1187.0,1022.8,0.554
5514,lowconf,2,1173.3,1000.1,0.542
5520,miss,1,1169.0,1063.7,
5521,miss,1,1168.8,1072.6,
5522,miss,1,1168.5,1081.5,
5525,miss,1,1212.8,1410.5,
5535,miss,1,1359.3,1824.5,
5546,lowconf,2,1444.6,1660.4,0.563
5547,lowconf,2,1453.1,1654.6,0.548
5553,lowconf,2,1496.2,1627.5,0.545
5555,miss,1,1504.0,1614.4,
5557,miss,1,1518.0,1603.9,
5558,lowconf,2,1526.0,1596.3,0.585
5560,lowconf,2,1548.8,1578.8,0.598
5561,miss,1,1551.8,1573.7,
5562,miss,1,1559.6,1567.5,
5563,miss,1,1567.3,1561.2,
5564,miss,1,1575.0,1555.0,
5565,miss,1,1582.8,1548.7,
5566,miss,1,1590.5,1542.5,
5567,miss,1,1598.2,1536.2,
5568,miss,1,1605.9,1530.0,
5574,lowconf,2,1863.0,1865.9,0.544
5577,miss,1,1844.7,1969.1,
5578,miss,1,1859.4,1998.1,
5582,miss,1,1673.5,2158.2,
5583,miss,1,1654.9,2193.0,
5584,miss,1,1636.4,2227.8,
5585,miss,1,1617.8,2262.6,
5586,miss,1,1599.3,2297.4,
5587,miss,1,1580.7,2332.2,
5588,miss,1,1562.2,2367.0,
5589,miss,1,1543.6,2401.8,
5594,lowconf,2,1675.3,1456.8,0.595
5595,miss,1,1663.5,1458.0,
5596,miss,1,1663.5,1400.2,
5597,lowconf,2,1680.1,1456.4,0.563
5598,lowconf,2,1683.8,1455.0,0.511
5600,miss,1,1684.6,1373.5,
5601,miss,1,1686.9,1340.7,
5602,miss,1,1689.2,1307.8,
5603,miss,1,1691.5,1274.9,
5604,miss,1,1693.8,1242.1,
5605,fp_isolated,1,1683.7,1443.8,0.519
5606,miss,1,1687.3,1386.5,
5607,miss,1,1688.2,1380.2,
5608,miss,1,1689.1,1373.9,
5609,miss,1,1690.1,1367.6,
5610,miss,1,1691.0,1361.2,
5611,miss,1,1691.9,1354.9,
5612,miss,1,1692.8,1348.6,
5613,miss,1,1693.7,1342.2,
5616,lowconf,2,1686.0,1437.0,0.523
5617,miss,1,1686.8,1432.0,
5618,lowconf,2,1675.4,1437.1,0.589
5620,lowconf,2,1660.2,1462.5,0.569
5622,lowconf,2,1620.0,1503.9,0.565
5623,lowconf,2,1610.7,1510.5,0.567
5624,miss,1,1613.2,1513.4,
5625,miss,1,1603.6,1524.7,
5626,lowconf,2,1558.8,1571.6,0.569
5628,lowconf,2,1527.8,1611.5,0.556
5636,lowconf,2,1410.0,1725.0,0.548
5643,miss,1,1336.1,1787.2,
5644,fp_static,1,1357.4,1762.4,0.636
5647,miss,1,1343.1,1781.8,
5648,lowconf,2,1357.5,1766.3,0.512
5649,fp_static,1,1358.4,1765.6,0.606
5654,fp_static,1,1352.6,1744.0,0.612
5656,lowconf,2,1350.0,1734.6,0.534
5657,lowconf,2,1350.1,1732.5,0.561
5658,miss,1,1349.9,1728.7,
5659,miss,1,1349.4,1724.3,
5660,miss,1,1348.9,1719.8,
5661,miss,1,1348.3,1715.4,
5662,miss,1,1347.8,1710.9,
5663,miss,1,1347.2,1706.5,
5664,miss,1,1346.7,1702.0,
5665,miss,1,1346.2,1697.6,
5667,lowconf,2,1349.3,1684.8,0.567
5668,fp_static,1,1346.0,1690.3,0.616
5669,miss,1,1346.9,1681.8,
5670,lowconf,2,1346.9,1677.0,0.591
5672,miss,1,1345.2,1669.3,
5673,fp_static,1,1344.7,1673.8,0.617
5674,lowconf,2,1345.4,1677.0,0.569
5675,lowconf,2,1343.2,1677.3,0.569
5676,miss,1,1343.4,1670.4,
5677,lowconf,2,1339.0,1671.5,0.585
5678,fp_static,1,1338.8,1668.8,0.526
5679,miss,1,1338.7,1667.6,
5680,lowconf,2,1342.6,1665.0,0.55
5681,lowconf,2,1344.3,1659.9,0.579
5683,miss,1,1342.3,1656.2,
5684,miss,1,1342.4,1654.0,
5685,miss,1,1342.5,1651.8,
5686,miss,1,1342.5,1649.6,
5687,miss,1,1342.6,1647.4,
5688,miss,1,1342.6,1645.2,
5689,miss,1,1342.7,1643.0,
5690,lowconf,2,1344.1,1642.5,0.563
5691,lowconf,2,1346.1,1642.5,0.591
5692,lowconf,2,1346.3,1642.5,0.512
5693,miss,1,1346.2,1639.1,
5694,miss,1,1346.6,1637.4,
5695,lowconf,2,1349.9,1642.5,0.549
5696,miss,1,1349.4,1638.7,
5697,miss,1,1350.1,1637.7,
5703,miss,1,2242.7,1581.7,
5704,lowconf,2,1347.0,1644.0,0.528
5705,miss,1,1891.6,1566.1,
5706,miss,1,1877.9,1542.6,
5714,lowconf,2,2246.2,1087.5,0.522
5715,lowconf,2,2246.2,1095.0,0.537
5716,miss,1,2286.9,1055.8,
5717,miss,1,2304.4,1030.6,
5721,miss,1,2292.4,902.2,
5724,lowconf,2,1345.4,1642.0,0.579
5727,lowconf,2,1349.1,1641.5,0.541
5728,lowconf,2,2016.0,1150.6,0.551
5729,lowconf,2,1347.3,1643.1,0.561
5732,lowconf,2,1783.2,1518.1,0.57
5734,lowconf,2,1346.2,1638.8,0.526
5735,miss,1,1479.9,1728.9,
5736,lowconf,2,1342.5,1638.8,0.508
5739,miss,1,1449.4,1577.8,
5740,lowconf,2,1347.0,1644.0,0.522
5741,lowconf,2,1594.9,1098.4,0.57
5742,lowconf,2,1350.8,1637.5,0.554
5744,lowconf,2,1347.1,1637.9,0.578
5748,lowconf,2,1601.3,1016.3,0.525
5755,lowconf,2,1608.8,1151.2,0.519
5756,miss,1,1626.9,1085.7,
5760,lowconf,2,1350.0,1642.5,0.554
5762,lowconf,2,1348.7,1641.2,0.58
5764,lowconf,2,1351.8,1639.4,0.559
5765,lowconf,2,1353.7,1642.6,0.531
5766,miss,1,1368.3,1582.2,
5768,lowconf,2,1349.9,1642.5,0.554
5769,lowconf,2,1350.0,1641.0,0.565
5770,lowconf,2,1348.6,1641.1,0.573
5771,lowconf,2,1347.8,1640.3,0.56
5772,lowconf,2,1541.5,936.5,0.581
5773,miss,1,1311.4,1717.3,
5774,miss,1,1301.2,1738.4,
5775,miss,1,1291.0,1759.5,
5776,miss,1,1280.8,1780.5,
5777,miss,1,1270.7,1801.6,
5778,miss,1,1260.5,1822.7,
5779,miss,1,1250.3,1843.8,
5798,lowconf,2,1344.3,1640.1,0.578
5799,lowconf,2,1344.5,1640.0,0.593
5801,lowconf,2,1345.1,1640.8,0.584
5802,lowconf,2,1345.4,1639.7,0.568
5808,lowconf,2,1345.2,1640.9,0.584
5809,lowconf,2,1345.2,1640.9,0.584
5815,lowconf,2,1075.4,892.0,0.598
5817,lowconf,2,1346.2,1642.4,0.59
5818,lowconf,2,1345.4,1639.7,0.579
5820,lowconf,2,1346.2,1640.3,0.588
5821,lowconf,2,1345.4,1639.7,0.583
5822,lowconf,2,1345.4,1639.6,0.574
5823,lowconf,2,1347.1,1637.9,0.57
5824,lowconf,2,987.0,1073.1,0.598
5825,lowconf,2,1350.0,1633.5,0.568
5826,lowconf,2,1348.0,1637.5,0.595
5827,lowconf,2,1346.3,1638.8,0.563
5828,lowconf,2,1349.0,1641.6,0.542
5829,lowconf,2,1348.8,1643.7,0.531
5830,fp_static,1,1346.3,1642.5,0.531
5831,lowconf,2,1347.5,1640.0,0.513
5832,miss,1,1348.1,1642.0,
5833,miss,1,1348.2,1642.5,
5834,miss,1,1348.3,1643.1,
5835,fp_static,1,1347.0,1644.0,0.528
5836,lowconf,2,1347.0,1644.0,0.524
5837,lowconf,2,1347.8,1642.5,0.549
5838,lowconf,2,1347.1,1645.3,0.563
5839,lowconf,2,1347.0,1645.4,0.577
5840,lowconf,2,1345.6,1643.4,0.59
5841,lowconf,2,1344.6,1646.2,0.582
5842,lowconf,2,1167.8,921.8,0.597
5843,lowconf,2,1200.0,895.0,0.559
